query	label	table
book me a hotel on 6 day before Dosmuchey festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a hotel on 25 day prior to Ghumot fest	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a hotel on twenty day before Desert festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a hotel on 13 day after Bathukamma	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a hotel on 20 day before Navratri	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a hotel on 14 day prior to Baisakhi festival	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a hotel on thirteen day prior to Dussehra	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
book me a hotel on 22 day after Qutub Festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on twenty five day before Karma	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
i want a stay on 30 day before Modhera Dance Festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival 
i want a stay on six day after Kumbh Mela	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on twelve day prior to Sama Chakeva	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on 3 day before Chhath Puja	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on 29 day before Lohri	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
i want a stay on 6 day before Chikoo Utsav	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on 23 day prior to Nishagandhi festival	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
i want a stay on 16 day prior to Madhushravani	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
i want a stay on 27 day prior to Rohin	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
book me a stay on 14 day prior to Madhushravani	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
book me a stay on 11 day after Matho Narang	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a stay on five day after Jahan-e-Khura	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a stay on ten day after Hornbill Festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a stay on 5 day before Christmas	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a stay on 17 day before Jahan-e-Khura	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a stay on 14 day prior to Saga Daw	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a stay on twenty seven day after Eid Ul Fitr	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival 
book me a stay on 5 day prior to Monpa festval	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
book me a stay on twenty four day before Ladainha	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
on 25 day after Boori Boot book me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thirteen day before Janmashtmi book me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on fifteen day after Braj festival book me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty four day before Pongal book me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 13 day prior to Bathukamma book me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on six day before Hemis book me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty five day before Maha Shivratri book me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty three day prior to Gokul Ashtami book me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on ten day after Modhera Dance Festival book me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty six day prior to Kite Festival book me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 1 day after sunburn festival i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty nine day after Hemis i need a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 21 day after Onam i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on seven day before Dussehra i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 28 day prior to Tejaji Fair i need a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty six day before Losar Festival i need a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on ninteen day before Chikalkalo i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 8 day after Yaoshang i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on one day prior to Kalidas festival i need a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 2 day after Gurupurab i need a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty four day after Pattadakal Dance festival can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 20 day prior to Chikoo Utsav can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty four day before Ganesh Chaturthi can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 6 day after Murung can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thirty one day after ChapcharKut Festiva can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty four day before Sabrang Utsav can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 1 day before sunburn festival can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on six day after Chikoo Utsav can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on seventeen day prior to Hemis can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 23 day prior to Boori Boot can you please book me a hotel	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on three day prior to Fontainhas Festival of Art find me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on eleven day before Bihu find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 28 day prior to Ganga Dussher find me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on twenty nine day after Siffcy find me a stay	O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 21 day after Rajgir Dance festival find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 13 day before Yaoshang find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 29 day before Diwali find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 21 day before Hemis find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 10 day before Chavang Kut find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on 1 day before Bharat Rang mahotsav find me a stay	O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival  O O O O	<NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
find me a stay on 18 day before Kite Festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on nine day after Chhath Puja	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on four day before Braj festival	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on 27 day prior to a feast of St. Francis Xavie	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival B-festival B-festival B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival I-festival I-festival I-festival I-festival 
find me a stay on thirty one day before Moatsu festival	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on 3 day before Hal Punhya	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on 11 day before Basant Panchami	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival I-festival 
find me a stay on 30 day after Bandna	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
find me a stay on twenty four day prior to Tejaji Fair	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival I-festival 
